image_file,main_categories,sub_categories
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\563_jpg.rf.d75dc370684f8b0f2bb4cc46aa95b1c8.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\507_jpg.rf.d701b8391b843e880646b398f5597160.jpg,Road & Infrastructure Issues,Potholes; Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\229_jpg.rf.d762356ea169b61ca8057c755a0e9ad1.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\319_jpg.rf.d79103074076b0a777fe6964a1f46f4b.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\567_jpg.rf.d780d6f0460a18f47062cb2d79acc4eb.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\136_jpg.rf.d7ac2462b799c09e6c0ec9c7f16f7378.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\615_jpg.rf.d793ac511c74d0f669b458f70131c84b.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\images-11_jpg.rf.d7b099e4e838cee74ec4feb6024d42d0.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\157_jpg.rf.d7ce12a5e06b8614732edcc9e16b9c60.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\168_jpg.rf.d7d48721b299f81ff0afec008cf93cf1.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\596_jpg.rf.d7cb7edb9fb808d693eb98f11c2e6cf3.jpg,Road & Infrastructure Issues,Potholes; Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\images-23_jpg.rf.d7ee56450bed2548cf033c26814941f5.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\Speed-Hump-3_jpg.rf.d7e3f830e217903fa6ecb7829a9a2ff7.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\301_jpg.rf.d8137b1e0712c5dbe029caf29f193e40.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\515_jpg.rf.d8333eabe1f43d31ee03bd705f24c7ee.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\468_jpg.rf.d81a19b74e727be0f89710c7063c55fe.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\256_jpg.rf.d875346707cd6fdd1251417ef5c022bb.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\526_jpg.rf.d85373bffed2a12dcbcc5eedddd25d34.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\559_jpg.rf.d87a357bb3899963bfedfadd2460557f.jpg,Road & Infrastructure Issues,Potholes; Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\58_jpg.rf.d897ff3df21f1685807476959c8591e0.jpg,Road & Infrastructure Issues,Potholes; Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\36_jpg.rf.d8a60b52b3fc0fadf9963d1b1c494608.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\images-13_jpg.rf.d89b07b3f63864eab97a89f06190d455.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\619_jpg.rf.d8a93c8363b4956d7473e89d59082bf9.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\51_jpg.rf.d85cb7b696fb9b8e3e6ed1111a33f4e8.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\410_jpg.rf.d888210c67e1e88a4a8996cd44f5db83.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\615_jpg.rf.d7ae000660981e0dfc3e6f36d0c9248f.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\Speed-Hump-Installation__51551-1536282117-500-750_jpg.rf.d8c8735a02023e78bc47b453abc02dd3.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\fibre-road-hump_jpg.rf.d8d40328e17e4add2d4cdf8439cf03ce.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\251_jpg.rf.d8b2845bdb39d03acb071fdf0c740332.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\574_jpg.rf.d8b33022c8f1531482cadeaec221f08e.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\560_jpg.rf.d8f6ff06fd834de48c3d93899e407814.jpg,Road & Infrastructure Issues,Potholes; Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\images-27_jpg.rf.d8e0f30149db75c37220029c9e32cfec.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\381_jpg.rf.d8d71fc009fff0cbf21e95fb68ce691b.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\245_jpg.rf.d9031e890dd886474b73e211217f0006.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\216_jpg.rf.d910333308defc6b31d3001e0c4fa358.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\581_jpg.rf.d8fe9609a40f492d2d758ac8f2691642.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\249_jpg.rf.d912676118a6dc84d90e067abeaf02a5.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\364_jpg.rf.d928792f278e5c7ee5dccf199aaf87c6.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\198_jpg.rf.d9253120d3e178628bd08fbdb773fa4a.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\613_jpg.rf.d92aa9c61070b49df8c14fe3c003b76d.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\606_jpg.rf.d913a497cd152ea3262aab45691380f7.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\429_jpg.rf.d9432b37a5b43425ea86d2610660bcb3.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\327_jpg.rf.d95328dac314a13b74dcdc644df97b40.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\484_jpg.rf.d9626fd8c408ad0675093a5c89b4f8f4.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\446_jpg.rf.d97e18023f1a92776b03c6fc9235622d.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\37_jpg.rf.d99aae1a5c4500c6a3fdf6891dcbe19c.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\469_jpg.rf.d99b5fcfb61ce8e92b22083420f94d3e.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\279_jpg.rf.d988fe00398155df1bfd7b772ad2bbac.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\292_jpg.rf.d9c0831a79083aee1709009f613fe8ab.jpg,Road & Infrastructure Issues,Potholes; Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\388_jpg.rf.d979a6fea7b4c17e5c1120d7b31caf55.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\242_jpg.rf.d9be9adad7c4a511e0a0942604d7bba6.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\458_jpg.rf.d9c3510bffb513937b70aa5997800e11.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\396_jpg.rf.d9d193322368e550502ca84ecbb2f8cf.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\507_jpg.rf.da0c84174b1e1b26912212b84f02052f.jpg,Road & Infrastructure Issues,Potholes; Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\143_jpg.rf.d9eda4242b28a8abaa2f16f3a33ea0dd.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\images-23_jpg.rf.da33e10aa779cb64c131f7ef9bb0e7f5.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\379_jpg.rf.da89c9e3955a0f3a02c2c7622f196bfe.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\493_jpg.rf.da70c5160fe0be78e4f2045d4758c6a9.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\510_jpg.rf.da8f3a48fc1142684e3e6890998d007f.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\photographed-closeup-road-marking-located-260nw-485693611_jpeg_jpg.rf.da49f4cb7fc66586eb9a4121c1b4b722.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\142_jpg.rf.d9f1c39d1d133d81d77cdbd503c47086.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\329_jpg.rf.dad49bd2ccb93bac8be1385c6ccec127.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\158_jpg.rf.daa600fe652e3bfce0d841f7d14cf4d5.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\road-markings-to-indicate-road-humps-asphalt-tar-road-view-signalling-speed-bumps-80102223_jpg.rf.daeeaf7427e769c312ce977c55a66283.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\53_jpg.rf.daef6749c998a464a0a52b3bf60a5215.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\145_jpg.rf.dae6acc4fa03ebbb573d710d90489251.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\466_jpg.rf.daf8d63841985b9f057a5d5c85afd265.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\391_jpg.rf.db00452d069877ecc71cbbb61e5f186c.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\434_jpg.rf.db0772946eefeee72ae02ec321a6198a.jpg,Road & Infrastructure Issues,Potholes; Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\338_jpg.rf.db0eecba3581ec8c10b85c7f80a83035.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\544_jpg.rf.db346fc3593619a4a29c488a46d6ab52.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\381_jpg.rf.db4cbc676f19f831277ea4806dc29076.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\40_jpg.rf.db8680ea538ec9be39f35b7ea12a9806.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\119_jpg.rf.db66294680c9b080afcf1a8e86b1ab72.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\453_jpg.rf.db2711d0719b1082c4264505943cccb3.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\21_jpg.rf.db4f032bb797bc0eeb2d4a4ec2f034b8.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\216_jpg.rf.db7c34a3ef0535144b580cabc97c194d.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\166_jpg.rf.db8b34f2417bfaf37b1c324e2a521777.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\images-16_jpg.rf.db8e1cd912ad8bc9fab49aa8afe17dfd.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\453_jpg.rf.dbb1983b0aaf22976c9642620e871b8d.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\images-30_jpg.rf.dbe911c78fcc2963d6e1f8f3ff7b4e2c.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\thumb_jpg.rf.dbb92e35f12e8d6e6e13abdbe5ae6a2d.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\583_jpg.rf.db8d071f2918d48547e4798bd96fbeae.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\352_jpg.rf.dc1519b90ed199906803a38496d26573.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\114_jpg.rf.dc16e02e6e1a94dec844e59d97049fdb.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\472_jpg.rf.dbfe6c03153ee86d92e6ae2ddc62418e.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\311_jpg.rf.dc239217f079e163637db37d19394fd2.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\66_jpg.rf.dc47c860b10a215625bedb256c0e7c04.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\315_jpg.rf.dc577b8a8c3ae45aacc23a1379272564.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\542_jpg.rf.dc39a7f5d3f8c9c3a9f3c077122e21a9.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\520_jpg.rf.dc6594229f9762b1d1d54533c1f91574.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\436_jpg.rf.dc851963fbe982187e79ad9987b6cbf7.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\469_jpg.rf.dcb617e2d4cfc7c2a8f392794cf8acc7.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\105_jpg.rf.dce54226f121756903b67fc789527cf6.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\321_jpg.rf.dccd7fb7867cf6e29e73e8416a7a59fc.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\162_jpg.rf.dc892a1430fc1df4a01cb2725fc0aad1.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\566_jpg.rf.dcfd5e5782343374fde2e2ac8eb53768.jpg,Road & Infrastructure Issues,Potholes; Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\261_jpg.rf.dc5c2ae70848c6c2e7a36098d6ab8fe2.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\294_jpg.rf.dd3fcfe3245ecb6ee3d85f4069dde060.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\332_jpg.rf.dd37a97a90ab736d3b52643a1e988700.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\69_jpg.rf.dd36cef12e4a66c5d7f6717dd90ddd38.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\392_jpg.rf.dd5886c7185ea6d12c1fed40e81c2854.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\287_jpg.rf.dd77bab0fb4164082ac2bc76c84fe28d.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\441_jpg.rf.dcfa5284923e3bff975f48797be14c74.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\326_jpg.rf.dd57677c0319c4250800f726c5b64a29.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\46_jpg.rf.dda01d4a36b2b0f8257914240512197f.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\400_jpg.rf.dd9d129749bf991203f4fcd4c8f3ee9a.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\69_jpg.rf.ddb12442c81192c528f8b88cca87be19.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\158_jpg.rf.dde600a9261bc37ab304d4d5af035355.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\164_jpg.rf.ddb7b98c6625cd8e4cdb279edadca8a6.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\537_jpg.rf.ddcd69bbe643e111a3b654ccadacee55.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\147_jpg.rf.ddcf74fe8ed8d7ec4274c51bcc7b61d7.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\16_jpg.rf.de0d3e6978942e2c484a3d7278a1346a.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\465_jpg.rf.ddac399f98a53363644cd6bee8f1c064.jpg,Road & Infrastructure Issues,Damaged/Cracked Roads
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\52_jpg.rf.ddffa16ea9cdc698eea7f861b9d82881.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\443_jpg.rf.de0f8fc199f5a3e9aff6f8648e6405f0.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\172_jpg.rf.ddf73b26fcdf72578d7d381e55dda86c.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\396_jpg.rf.de111a95fe5c3692e5e921762be9e1cc.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\231_jpg.rf.de1d81e02e1cd3db5cd7ccfd57bfbf05.jpg,Road & Infrastructure Issues,Potholes
C:\Users\lchat\One Drive-UoM\OneDrive - University of Moratuwa\Datathon-2025-\DATATHON 2025\Potholes\train\151_jpg.rf.de12b0b8610d13273c132ae4608fb8b6.jpg,Road & Infrastructure Issues,Potholes
